uid expr treatment rep update popsize
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29700 3501
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29800 3436
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29900 3422
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 30000 3429
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 0 1
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 100 62
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 200 414
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 300 1108
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 400 1983
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 500 3043
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 600 3243
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 700 3016
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 800 2966
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 900 2922
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1000 2909
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1100 2927
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1200 2904
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1300 2961
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1400 3003
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1500 3043
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1600 3092
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1700 2979
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1800 2993
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1900 3080
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2000 3101
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2100 3111
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2200 3189
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2300 3166
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2400 3222
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2500 3256
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2600 3199
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2700 3237
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2800 3244
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2900 3231
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3000 3294
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3100 3293
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3200 3323
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3300 3355
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3400 3381
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3500 3339
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3600 3320
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3700 3335
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3800 3347
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3900 3343
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4000 3285
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4100 3352
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4200 3270
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4300 3347
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4400 3347
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4500 3387
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4600 3297
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4700 3402
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4800 3295
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4900 3308
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5000 3345
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5100 3409
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5200 3292
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5300 3370
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5400 3363
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5500 3396
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5600 3389
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5700 3329
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5800 3361
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5900 3383
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6000 3297
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6100 3357
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6200 3331
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6300 3386
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6400 3328
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6500 3393
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6600 3255
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6700 3380
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6800 3346
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6900 3315
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7000 3368
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7100 3320
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7200 3381
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7300 3350
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7400 3433
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7500 3340
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7600 3321
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7700 3356
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7800 3347
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7900 3379
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8000 3314
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8100 3376
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8200 3443
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8300 3358
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8400 3395
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8500 3356
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8600 3317
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8700 3417
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8800 3403
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8900 3387
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9000 3423
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9100 3407
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9200 3346
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9300 3387
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9400 3333
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9500 3366
