uid expr treatment rep update threshold
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16200 94.7359
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16300 94.2555
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16400 94.3059
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16500 93.3128
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16600 93.5329
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16700 94.2186
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16800 94.8025
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16900 94.4186
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17000 94.308
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17100 93.6753
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17200 93.8599
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17300 94.4752
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17400 93.8881
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17500 93.3684
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17600 93.7338
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17700 93.3339
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17800 94.8342
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17900 94.0258
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18000 93.5555
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18100 93.0277
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18200 91.7919
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18300 93.6044
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18400 94.6562
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18500 94.8159
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18600 93.4826
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18700 94.0209
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18800 92.583
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18900 92.2675
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19000 94.0463
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19100 94.4097
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19200 94.6174
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19300 93.4428
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19400 92.2565
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19500 93.0726
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19600 94.967
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19700 94.3041
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19800 93.2515
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19900 93.7724
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20000 93.245
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20100 94.892
