uid expr treatment rep update popsize
reg_test_noqs_reg_52 reg_test noqs_reg 52 8800 3420
reg_test_noqs_reg_52 reg_test noqs_reg 52 8900 3309
reg_test_noqs_reg_52 reg_test noqs_reg 52 9000 3411
reg_test_noqs_reg_52 reg_test noqs_reg 52 9100 3418
reg_test_noqs_reg_52 reg_test noqs_reg 52 9200 3361
reg_test_noqs_reg_52 reg_test noqs_reg 52 9300 3322
reg_test_noqs_reg_52 reg_test noqs_reg 52 9400 3363
reg_test_noqs_reg_52 reg_test noqs_reg 52 9500 3429
reg_test_noqs_reg_52 reg_test noqs_reg 52 9600 3395
reg_test_noqs_reg_52 reg_test noqs_reg 52 9700 3370
reg_test_noqs_reg_52 reg_test noqs_reg 52 9800 3389
reg_test_noqs_reg_52 reg_test noqs_reg 52 9900 3299
reg_test_noqs_reg_52 reg_test noqs_reg 52 10000 3351
reg_test_noqs_reg_52 reg_test noqs_reg 52 10100 3368
reg_test_noqs_reg_52 reg_test noqs_reg 52 10200 3355
reg_test_noqs_reg_52 reg_test noqs_reg 52 10300 3307
reg_test_noqs_reg_52 reg_test noqs_reg 52 10400 3342
reg_test_noqs_reg_52 reg_test noqs_reg 52 10500 3318
reg_test_noqs_reg_52 reg_test noqs_reg 52 10600 3309
reg_test_noqs_reg_52 reg_test noqs_reg 52 10700 3408
reg_test_noqs_reg_52 reg_test noqs_reg 52 10800 3384
reg_test_noqs_reg_52 reg_test noqs_reg 52 10900 3318
reg_test_noqs_reg_52 reg_test noqs_reg 52 11000 3331
reg_test_noqs_reg_52 reg_test noqs_reg 52 11100 3407
reg_test_noqs_reg_52 reg_test noqs_reg 52 11200 3375
reg_test_noqs_reg_52 reg_test noqs_reg 52 11300 3341
reg_test_noqs_reg_52 reg_test noqs_reg 52 11400 3316
reg_test_noqs_reg_52 reg_test noqs_reg 52 11500 3315
reg_test_noqs_reg_52 reg_test noqs_reg 52 11600 3367
reg_test_noqs_reg_52 reg_test noqs_reg 52 11700 3326
reg_test_noqs_reg_52 reg_test noqs_reg 52 11800 3371
